scope,factor_category,subtype_key,basis,region,unit,co2e_factor,notes
SCOPE_3,employee_commuting,commute_car_diesel_avg,STANDARD,UK,miles,0.27849,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Business travel- land: Cars (by size) > Average car > Diesel, miles"
SCOPE_3,employee_commuting,commute_car_electric,STANDARD,UK,miles,0.06512,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Business travel- land: Cars (by size) > Average car > Battery Electric Vehicle, miles"
SCOPE_3,employee_commuting,commute_motorbike,STANDARD,UK,miles,0.18294,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Business travel- land: Motorbike > Average, miles"
SCOPE_3,employee_commuting,commute_bus,STANDARD,UK,miles,0.1671303744,"Converted from DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Business travel- land: Bus > Average local bus, passenger.km (0.10385 x 1.609344 km/mile) -- no miles column published for bus"
SCOPE_3,employee_commuting,commute_rail,STANDARD,UK,miles,0.05706733824,"Converted from DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Business travel- land: Rail > National rail, passenger.km (0.03546 x 1.609344 km/mile) -- no miles column published for rail"
SCOPE_3,employee_commuting,commute_active,STANDARD,UK,miles,0.0,"Not a DESNZ lookup -- cycling/walking is definitionally zero-emission, see README #28"
SCOPE_3,employee_commuting,commute_wfh,STANDARD,UK,miles,0.0,"Not a DESNZ lookup -- no commute occurs, see README #28"
SCOPE_3,wtt_natural_gas,,STANDARD,UK,kWh,0.03021,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- fuels: Gaseous fuels > Natural gas, kWh (Gross CV)"
SCOPE_3,wtt_diesel,,STANDARD,UK,litres,0.61101,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- fuels: Liquid fuels > Diesel (average biofuel blend), litres"
SCOPE_3,wtt_road_fuel,petrol,STANDARD,UK,litres,0.58094,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- fuels: Liquid fuels > Petrol (average biofuel blend), litres"
SCOPE_3,wtt_road_fuel,diesel,STANDARD,UK,litres,0.61101,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- fuels: Liquid fuels > Diesel (average biofuel blend), litres (same as WTT stationary diesel)"
SCOPE_3,wtt_mileage,car_petrol_avg,STANDARD,UK,miles,0.07401,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- pass vehs & travel- land: WTT- cars (by size) > Average car > Petrol, miles"
SCOPE_3,wtt_mileage,car_diesel_avg,STANDARD,UK,miles,0.06673,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- pass vehs & travel- land: WTT- cars (by size) > Average car > Diesel, miles"
SCOPE_3,wtt_mileage,car_hybrid_avg,STANDARD,UK,miles,0.05335,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- pass vehs & travel- land: WTT- cars (by size) > Average car > Hybrid, miles"
SCOPE_3,wtt_mileage,car_electric,STANDARD,UK,miles,0.01688,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- pass vehs & travel- land: WTT- cars (by size) > Average car > Battery Electric Vehicle, miles"
SCOPE_3,wtt_mileage,motorbike_avg,STANDARD,UK,miles,0.04757,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- pass vehs & travel- land: WTT- motorbike > Average, miles"
SCOPE_3,td_losses_electricity,,STANDARD,UK,kWh,0.01853,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Transmission and distribution: T&D- UK electricity > Electricity: UK, kWh"
SCOPE_1,ref_fuels,gaseous_fuels_butane_tonnes,STANDARD,UK,tonnes,3033.38067,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 23 (activity/type: Gaseous fuels / Butane)"
SCOPE_1,ref_fuels,gaseous_fuels_butane_litres,STANDARD,UK,litres,1.74533,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 24 (activity/type: Gaseous fuels / Butane)"
SCOPE_1,ref_fuels,gaseous_fuels_butane_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.24107,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 25 (activity/type: Gaseous fuels / Butane)"
SCOPE_1,ref_fuels,gaseous_fuels_butane_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.22241,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 26 (activity/type: Gaseous fuels / Butane)"
SCOPE_1,ref_fuels,gaseous_fuels_cng_tonnes,STANDARD,UK,tonnes,2575.46441,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 27 (activity/type: Gaseous fuels / CNG)"
SCOPE_1,ref_fuels,gaseous_fuels_cng_litres,STANDARD,UK,litres,0.4507,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 28 (activity/type: Gaseous fuels / CNG)"
SCOPE_1,ref_fuels,gaseous_fuels_cng_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.2027,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 29 (activity/type: Gaseous fuels / CNG)"
SCOPE_1,ref_fuels,gaseous_fuels_cng_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.18296,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 30 (activity/type: Gaseous fuels / CNG)"
SCOPE_1,ref_fuels,gaseous_fuels_lng_tonnes,STANDARD,UK,tonnes,2603.30441,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 31 (activity/type: Gaseous fuels / LNG)"
SCOPE_1,ref_fuels,gaseous_fuels_lng_litres,STANDARD,UK,litres,1.17797,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 32 (activity/type: Gaseous fuels / LNG)"
SCOPE_1,ref_fuels,gaseous_fuels_lng_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.20489,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 33 (activity/type: Gaseous fuels / LNG)"
SCOPE_1,ref_fuels,gaseous_fuels_lng_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.18494,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 34 (activity/type: Gaseous fuels / LNG)"
SCOPE_1,ref_fuels,gaseous_fuels_lpg_tonnes,STANDARD,UK,tonnes,2939.36095,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 35 (activity/type: Gaseous fuels / LPG)"
SCOPE_1,ref_fuels,gaseous_fuels_lpg_litres,STANDARD,UK,litres,1.55713,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 36 (activity/type: Gaseous fuels / LPG)"
SCOPE_1,ref_fuels,gaseous_fuels_lpg_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.23032,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 37 (activity/type: Gaseous fuels / LPG)"
SCOPE_1,ref_fuels,gaseous_fuels_lpg_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.2145,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 38 (activity/type: Gaseous fuels / LPG)"
SCOPE_1,ref_fuels,gaseous_fuels_natural_gas_tonnes,STANDARD,UK,tonnes,2575.46441,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 39 (activity/type: Gaseous fuels / Natural gas)"
SCOPE_1,ref_fuels,gaseous_fuels_natural_gas_cubic_metres,STANDARD,UK,cubic metres,2.06672,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 40 (activity/type: Gaseous fuels / Natural gas)"
SCOPE_1,ref_fuels,gaseous_fuels_natural_gas_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.2027,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 41 (activity/type: Gaseous fuels / Natural gas)"
SCOPE_1,ref_fuels,gaseous_fuels_natural_gas_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.18296,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 42 (activity/type: Gaseous fuels / Natural gas)"
SCOPE_1,ref_fuels,gaseous_fuels_natural_gas_100_mineral_blend_tonnes,STANDARD,UK,tonnes,2603.30441,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 43 (activity/type: Gaseous fuels / Natural gas (100% mineral blend))"
SCOPE_1,ref_fuels,gaseous_fuels_natural_gas_100_mineral_blend_cubic_metres,STANDARD,UK,cubic metres,2.08906,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 44 (activity/type: Gaseous fuels / Natural gas (100% mineral blend))"
SCOPE_1,ref_fuels,gaseous_fuels_natural_gas_100_mineral_blend_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.20489,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 45 (activity/type: Gaseous fuels / Natural gas (100% mineral blend))"
SCOPE_1,ref_fuels,gaseous_fuels_natural_gas_100_mineral_blend_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.18494,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 46 (activity/type: Gaseous fuels / Natural gas (100% mineral blend))"
SCOPE_1,ref_fuels,gaseous_fuels_other_petroleum_gas_tonnes,STANDARD,UK,tonnes,2578.24647,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 47 (activity/type: Gaseous fuels / Other petroleum gas)"
SCOPE_1,ref_fuels,gaseous_fuels_other_petroleum_gas_litres,STANDARD,UK,litres,0.94442,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 48 (activity/type: Gaseous fuels / Other petroleum gas)"
SCOPE_1,ref_fuels,gaseous_fuels_other_petroleum_gas_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.19917,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 49 (activity/type: Gaseous fuels / Other petroleum gas)"
SCOPE_1,ref_fuels,gaseous_fuels_other_petroleum_gas_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.18323,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 50 (activity/type: Gaseous fuels / Other petroleum gas)"
SCOPE_1,ref_fuels,gaseous_fuels_propane_tonnes,STANDARD,UK,tonnes,2997.63233,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 51 (activity/type: Gaseous fuels / Propane)"
SCOPE_1,ref_fuels,gaseous_fuels_propane_litres,STANDARD,UK,litres,1.54358,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 52 (activity/type: Gaseous fuels / Propane)"
SCOPE_1,ref_fuels,gaseous_fuels_propane_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.23258,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 53 (activity/type: Gaseous fuels / Propane)"
SCOPE_1,ref_fuels,gaseous_fuels_propane_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.2141,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 54 (activity/type: Gaseous fuels / Propane)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_spirit_tonnes,STANDARD,UK,tonnes,3193.6948,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 59 (activity/type: Liquid fuels / Aviation spirit)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_spirit_litres,STANDARD,UK,litres,2.33116,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 60 (activity/type: Liquid fuels / Aviation spirit)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_spirit_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.25666,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 61 (activity/type: Liquid fuels / Aviation spirit)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_spirit_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.24382,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 62 (activity/type: Liquid fuels / Aviation spirit)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_turbine_fuel_tonnes,STANDARD,UK,tonnes,3178.3652,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 63 (activity/type: Liquid fuels / Aviation turbine fuel)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_turbine_fuel_litres,STANDARD,UK,litres,2.54269,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 64 (activity/type: Liquid fuels / Aviation turbine fuel)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_turbine_fuel_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.26061,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 65 (activity/type: Liquid fuels / Aviation turbine fuel)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_turbine_fuel_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.24758,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 66 (activity/type: Liquid fuels / Aviation turbine fuel)"
SCOPE_1,ref_fuels,liquid_fuels_burning_oil_tonnes,STANDARD,UK,tonnes,3165.04181,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 67 (activity/type: Liquid fuels / Burning oil)"
SCOPE_1,ref_fuels,liquid_fuels_burning_oil_litres,STANDARD,UK,litres,2.54016,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 68 (activity/type: Liquid fuels / Burning oil)"
SCOPE_1,ref_fuels,liquid_fuels_burning_oil_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.25975,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 69 (activity/type: Liquid fuels / Burning oil)"
SCOPE_1,ref_fuels,liquid_fuels_burning_oil_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.24677,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 70 (activity/type: Liquid fuels / Burning oil)"
SCOPE_1,ref_fuels,liquid_fuels_diesel_average_biofuel_blend_tonnes,STANDARD,UK,tonnes,3087.94462,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 71 (activity/type: Liquid fuels / Diesel (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_average_biofuel_blend_litres,STANDARD,UK,litres,2.57082,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 72 (activity/type: Liquid fuels / Diesel (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_average_biofuel_blend_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.25953,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 73 (activity/type: Liquid fuels / Diesel (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_average_biofuel_blend_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.24411,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 74 (activity/type: Liquid fuels / Diesel (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_100_mineral_diesel_tonnes,STANDARD,UK,tonnes,3203.91143,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 75 (activity/type: Liquid fuels / Diesel (100% mineral diesel))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_100_mineral_diesel_litres,STANDARD,UK,litres,2.66155,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 76 (activity/type: Liquid fuels / Diesel (100% mineral diesel))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_100_mineral_diesel_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.26808,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 77 (activity/type: Liquid fuels / Diesel (100% mineral diesel))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_100_mineral_diesel_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.25199,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 78 (activity/type: Liquid fuels / Diesel (100% mineral diesel))"
SCOPE_1,ref_fuels,liquid_fuels_fuel_oil_tonnes,STANDARD,UK,tonnes,3228.89019,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 79 (activity/type: Liquid fuels / Fuel oil)"
SCOPE_1,ref_fuels,liquid_fuels_fuel_oil_litres,STANDARD,UK,litres,3.17492,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 80 (activity/type: Liquid fuels / Fuel oil)"
SCOPE_1,ref_fuels,liquid_fuels_fuel_oil_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.28523,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 81 (activity/type: Liquid fuels / Fuel oil)"
SCOPE_1,ref_fuels,liquid_fuels_fuel_oil_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.26813,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 82 (activity/type: Liquid fuels / Fuel oil)"
SCOPE_1,ref_fuels,liquid_fuels_gas_oil_tonnes,STANDARD,UK,tonnes,3226.57859,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 83 (activity/type: Liquid fuels / Gas oil)"
SCOPE_1,ref_fuels,liquid_fuels_gas_oil_litres,STANDARD,UK,litres,2.75541,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 84 (activity/type: Liquid fuels / Gas oil)"
SCOPE_1,ref_fuels,liquid_fuels_gas_oil_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.27288,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 85 (activity/type: Liquid fuels / Gas oil)"
SCOPE_1,ref_fuels,liquid_fuels_gas_oil_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.2565,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 86 (activity/type: Liquid fuels / Gas oil)"
SCOPE_1,ref_fuels,liquid_fuels_lubricants_tonnes,STANDARD,UK,tonnes,3180.99992,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 87 (activity/type: Liquid fuels / Lubricants)"
SCOPE_1,ref_fuels,liquid_fuels_lubricants_litres,STANDARD,UK,litres,2.74934,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 88 (activity/type: Liquid fuels / Lubricants)"
SCOPE_1,ref_fuels,liquid_fuels_lubricants_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.281,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 89 (activity/type: Liquid fuels / Lubricants)"
SCOPE_1,ref_fuels,liquid_fuels_lubricants_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.26414,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 90 (activity/type: Liquid fuels / Lubricants)"
SCOPE_1,ref_fuels,liquid_fuels_naphtha_tonnes,STANDARD,UK,tonnes,3142.3789,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 91 (activity/type: Liquid fuels / Naphtha)"
SCOPE_1,ref_fuels,liquid_fuels_naphtha_litres,STANDARD,UK,litres,2.11894,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 92 (activity/type: Liquid fuels / Naphtha)"
SCOPE_1,ref_fuels,liquid_fuels_naphtha_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.24891,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 93 (activity/type: Liquid fuels / Naphtha)"
SCOPE_1,ref_fuels,liquid_fuels_naphtha_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.23647,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 94 (activity/type: Liquid fuels / Naphtha)"
SCOPE_1,ref_fuels,liquid_fuels_petrol_average_biofuel_blend_tonnes,STANDARD,UK,tonnes,2772.97935,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 95 (activity/type: Liquid fuels / Petrol (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_average_biofuel_blend_litres,STANDARD,UK,litres,2.06916,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 96 (activity/type: Liquid fuels / Petrol (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_average_biofuel_blend_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.23181,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 97 (activity/type: Liquid fuels / Petrol (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_average_biofuel_blend_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.21956,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 98 (activity/type: Liquid fuels / Petrol (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_100_mineral_petrol_tonnes,STANDARD,UK,tonnes,3154.08213,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 99 (activity/type: Liquid fuels / Petrol (100% mineral petrol))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_100_mineral_petrol_litres,STANDARD,UK,litres,2.33984,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 100 (activity/type: Liquid fuels / Petrol (100% mineral petrol))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_100_mineral_petrol_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.25431,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 101 (activity/type: Liquid fuels / Petrol (100% mineral petrol))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_100_mineral_petrol_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.24159,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 102 (activity/type: Liquid fuels / Petrol (100% mineral petrol))"
SCOPE_1,ref_fuels,liquid_fuels_processed_fuel_oils_residual_oil_tonnes,STANDARD,UK,tonnes,3228.89019,"DEFRA/DESNZ 2025 full set (advanced users) — sheet 'Fuels', row 103 (activity/type: Liquid fuels / Processed fuel oils - residual oil)"
