scope,factor_category,subtype_key,basis,region,unit,co2e_factor,notes
SCOPE_1,ref_fuels,gaseous_fuels_natural_gas_100_mineral_blend_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.2044,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 45 (activity/type: Gaseous fuels / Natural gas (100% mineral blend))"
SCOPE_1,ref_fuels,gaseous_fuels_natural_gas_100_mineral_blend_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.18449,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 46 (activity/type: Gaseous fuels / Natural gas (100% mineral blend))"
SCOPE_1,ref_fuels,gaseous_fuels_other_petroleum_gas_tonnes,STANDARD,UK,tonnes,2578.24647,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 47 (activity/type: Gaseous fuels / Other petroleum gas)"
SCOPE_1,ref_fuels,gaseous_fuels_other_petroleum_gas_litres,STANDARD,UK,litres,0.94441,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 48 (activity/type: Gaseous fuels / Other petroleum gas)"
SCOPE_1,ref_fuels,gaseous_fuels_other_petroleum_gas_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.19917,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 49 (activity/type: Gaseous fuels / Other petroleum gas)"
SCOPE_1,ref_fuels,gaseous_fuels_other_petroleum_gas_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.18323,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 50 (activity/type: Gaseous fuels / Other petroleum gas)"
SCOPE_1,ref_fuels,gaseous_fuels_propane_tonnes,STANDARD,UK,tonnes,2997.63233,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 51 (activity/type: Gaseous fuels / Propane)"
SCOPE_1,ref_fuels,gaseous_fuels_propane_litres,STANDARD,UK,litres,1.54357,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 52 (activity/type: Gaseous fuels / Propane)"
SCOPE_1,ref_fuels,gaseous_fuels_propane_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.23257,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 53 (activity/type: Gaseous fuels / Propane)"
SCOPE_1,ref_fuels,gaseous_fuels_propane_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.21411,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 54 (activity/type: Gaseous fuels / Propane)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_spirit_tonnes,STANDARD,UK,tonnes,3193.6948,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 59 (activity/type: Liquid fuels / Aviation spirit)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_spirit_litres,STANDARD,UK,litres,2.33116,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 60 (activity/type: Liquid fuels / Aviation spirit)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_spirit_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.25666,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 61 (activity/type: Liquid fuels / Aviation spirit)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_spirit_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.24382,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 62 (activity/type: Liquid fuels / Aviation spirit)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_turbine_fuel_tonnes,STANDARD,UK,tonnes,3178.3652,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 63 (activity/type: Liquid fuels / Aviation turbine fuel)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_turbine_fuel_litres,STANDARD,UK,litres,2.54269,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 64 (activity/type: Liquid fuels / Aviation turbine fuel)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_turbine_fuel_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.26061,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 65 (activity/type: Liquid fuels / Aviation turbine fuel)"
SCOPE_1,ref_fuels,liquid_fuels_aviation_turbine_fuel_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.24758,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 66 (activity/type: Liquid fuels / Aviation turbine fuel)"
SCOPE_1,ref_fuels,liquid_fuels_burning_oil_tonnes,STANDARD,UK,tonnes,3165.04181,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 67 (activity/type: Liquid fuels / Burning oil)"
SCOPE_1,ref_fuels,liquid_fuels_burning_oil_litres,STANDARD,UK,litres,2.54015,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 68 (activity/type: Liquid fuels / Burning oil)"
SCOPE_1,ref_fuels,liquid_fuels_burning_oil_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.25975,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 69 (activity/type: Liquid fuels / Burning oil)"
SCOPE_1,ref_fuels,liquid_fuels_burning_oil_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.24677,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 70 (activity/type: Liquid fuels / Burning oil)"
SCOPE_1,ref_fuels,liquid_fuels_diesel_average_biofuel_blend_tonnes,STANDARD,UK,tonnes,3014.09462,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 71 (activity/type: Liquid fuels / Diesel (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_average_biofuel_blend_litres,STANDARD,UK,litres,2.51279,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 72 (activity/type: Liquid fuels / Diesel (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_average_biofuel_blend_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.25403,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 73 (activity/type: Liquid fuels / Diesel (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_average_biofuel_blend_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.23902,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 74 (activity/type: Liquid fuels / Diesel (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_100_mineral_diesel_tonnes,STANDARD,UK,tonnes,3203.91143,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 75 (activity/type: Liquid fuels / Diesel (100% mineral diesel))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_100_mineral_diesel_litres,STANDARD,UK,litres,2.66155,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 76 (activity/type: Liquid fuels / Diesel (100% mineral diesel))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_100_mineral_diesel_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.26808,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 77 (activity/type: Liquid fuels / Diesel (100% mineral diesel))"
SCOPE_1,ref_fuels,liquid_fuels_diesel_100_mineral_diesel_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.25197,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 78 (activity/type: Liquid fuels / Diesel (100% mineral diesel))"
SCOPE_1,ref_fuels,liquid_fuels_fuel_oil_tonnes,STANDARD,UK,tonnes,3228.89019,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 79 (activity/type: Liquid fuels / Fuel oil)"
SCOPE_1,ref_fuels,liquid_fuels_fuel_oil_litres,STANDARD,UK,litres,3.17493,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 80 (activity/type: Liquid fuels / Fuel oil)"
SCOPE_1,ref_fuels,liquid_fuels_fuel_oil_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.28523,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 81 (activity/type: Liquid fuels / Fuel oil)"
SCOPE_1,ref_fuels,liquid_fuels_fuel_oil_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.26814,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 82 (activity/type: Liquid fuels / Fuel oil)"
SCOPE_1,ref_fuels,liquid_fuels_gas_oil_tonnes,STANDARD,UK,tonnes,3226.57859,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 83 (activity/type: Liquid fuels / Gas oil)"
SCOPE_1,ref_fuels,liquid_fuels_gas_oil_litres,STANDARD,UK,litres,2.75541,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 84 (activity/type: Liquid fuels / Gas oil)"
SCOPE_1,ref_fuels,liquid_fuels_gas_oil_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.27287,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 85 (activity/type: Liquid fuels / Gas oil)"
SCOPE_1,ref_fuels,liquid_fuels_gas_oil_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.25649,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 86 (activity/type: Liquid fuels / Gas oil)"
SCOPE_1,ref_fuels,liquid_fuels_lubricants_tonnes,STANDARD,UK,tonnes,3180.99992,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 87 (activity/type: Liquid fuels / Lubricants)"
SCOPE_1,ref_fuels,liquid_fuels_lubricants_litres,STANDARD,UK,litres,2.74934,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 88 (activity/type: Liquid fuels / Lubricants)"
SCOPE_1,ref_fuels,liquid_fuels_lubricants_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.281,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 89 (activity/type: Liquid fuels / Lubricants)"
SCOPE_1,ref_fuels,liquid_fuels_lubricants_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.26414,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 90 (activity/type: Liquid fuels / Lubricants)"
SCOPE_1,ref_fuels,liquid_fuels_naphtha_tonnes,STANDARD,UK,tonnes,3142.3789,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 91 (activity/type: Liquid fuels / Naphtha)"
SCOPE_1,ref_fuels,liquid_fuels_naphtha_litres,STANDARD,UK,litres,2.11894,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 92 (activity/type: Liquid fuels / Naphtha)"
SCOPE_1,ref_fuels,liquid_fuels_naphtha_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.24891,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 93 (activity/type: Liquid fuels / Naphtha)"
SCOPE_1,ref_fuels,liquid_fuels_naphtha_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.23647,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 94 (activity/type: Liquid fuels / Naphtha)"
SCOPE_1,ref_fuels,liquid_fuels_petrol_average_biofuel_blend_tonnes,STANDARD,UK,tonnes,2778.52935,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 95 (activity/type: Liquid fuels / Petrol (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_average_biofuel_blend_litres,STANDARD,UK,litres,2.0844,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 96 (activity/type: Liquid fuels / Petrol (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_average_biofuel_blend_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.2324,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 97 (activity/type: Liquid fuels / Petrol (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_average_biofuel_blend_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.22013,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 98 (activity/type: Liquid fuels / Petrol (average biofuel blend))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_100_mineral_petrol_tonnes,STANDARD,UK,tonnes,3154.08213,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 99 (activity/type: Liquid fuels / Petrol (100% mineral petrol))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_100_mineral_petrol_litres,STANDARD,UK,litres,2.35372,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 100 (activity/type: Liquid fuels / Petrol (100% mineral petrol))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_100_mineral_petrol_kwh_net_cv,STANDARD,UK,kWh (Net CV),0.2546,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 101 (activity/type: Liquid fuels / Petrol (100% mineral petrol))"
SCOPE_1,ref_fuels,liquid_fuels_petrol_100_mineral_petrol_kwh_gross_cv,STANDARD,UK,kWh (Gross CV),0.24186,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 102 (activity/type: Liquid fuels / Petrol (100% mineral petrol))"
SCOPE_1,ref_fuels,liquid_fuels_processed_fuel_oils_residual_oil_tonnes,STANDARD,UK,tonnes,3228.89019,"DEFRA/DESNZ 2024 full set (advanced users) — sheet 'Fuels', row 103 (activity/type: Liquid fuels / Processed fuel oils - residual oil)"
