scope,factor_category,subtype_key,basis,region,unit,co2e_factor,notes
SCOPE_3,employee_commuting,commute_car_diesel_avg,STANDARD,UK,miles,0.27849,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Business travel- land: Cars (by size) > Average car > Diesel, miles"
SCOPE_3,employee_commuting,commute_car_electric,STANDARD,UK,miles,0.06512,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Business travel- land: Cars (by size) > Average car > Battery Electric Vehicle, miles"
SCOPE_3,employee_commuting,commute_motorbike,STANDARD,UK,miles,0.18294,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Business travel- land: Motorbike > Average, miles"
SCOPE_3,employee_commuting,commute_bus,STANDARD,UK,miles,0.1671303744,"Converted from DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Business travel- land: Bus > Average local bus, passenger.km (0.10385 x 1.609344 km/mile) -- no miles column published for bus"
SCOPE_3,employee_commuting,commute_rail,STANDARD,UK,miles,0.05706733824,"Converted from DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Business travel- land: Rail > National rail, passenger.km (0.03546 x 1.609344 km/mile) -- no miles column published for rail"
SCOPE_3,employee_commuting,commute_active,STANDARD,UK,miles,0.0,"Not a DESNZ lookup -- cycling/walking is definitionally zero-emission, see README #28"
SCOPE_3,employee_commuting,commute_wfh,STANDARD,UK,miles,0.0,"Not a DESNZ lookup -- no commute occurs, see README #28"
SCOPE_3,wtt_natural_gas,,STANDARD,UK,kWh,0.03021,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- fuels: Gaseous fuels > Natural gas, kWh (Gross CV)"
SCOPE_3,wtt_diesel,,STANDARD,UK,litres,0.61101,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- fuels: Liquid fuels > Diesel (average biofuel blend), litres"
SCOPE_3,wtt_road_fuel,petrol,STANDARD,UK,litres,0.58094,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- fuels: Liquid fuels > Petrol (average biofuel blend), litres"
SCOPE_3,wtt_road_fuel,diesel,STANDARD,UK,litres,0.61101,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- fuels: Liquid fuels > Diesel (average biofuel blend), litres (same as WTT stationary diesel)"
SCOPE_3,wtt_mileage,car_petrol_avg,STANDARD,UK,miles,0.07401,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- pass vehs & travel- land: WTT- cars (by size) > Average car > Petrol, miles"
SCOPE_3,wtt_mileage,car_diesel_avg,STANDARD,UK,miles,0.06673,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- pass vehs & travel- land: WTT- cars (by size) > Average car > Diesel, miles"
SCOPE_3,wtt_mileage,car_hybrid_avg,STANDARD,UK,miles,0.05335,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- pass vehs & travel- land: WTT- cars (by size) > Average car > Hybrid, miles"
SCOPE_3,wtt_mileage,car_electric,STANDARD,UK,miles,0.01688,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- pass vehs & travel- land: WTT- cars (by size) > Average car > Battery Electric Vehicle, miles"
SCOPE_3,wtt_mileage,motorbike_avg,STANDARD,UK,miles,0.04757,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet WTT- pass vehs & travel- land: WTT- motorbike > Average, miles"
SCOPE_3,td_losses_electricity,,STANDARD,UK,kWh,0.01853,"DESNZ 2025 full-set (advanced users), 2025-full-set.xlsx, sheet Transmission and distribution: T&D- UK electricity > Electricity: UK, kWh"
